title,author,link,home,rss,date,timestamp
洪绘切图发布！如何将一个图片平均切图？按照固定距离或者网格切图？,张洪Heo,https://blog.zhheo.com/p/zg5upnsy.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-27,1777272873.0
让UPS接入OpenWrt软路由，创建UPS NUT服务器教程,张洪Heo,https://blog.zhheo.com/p/7rlq7eyt.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-26,1777212763.0
ChatGPT Image-2 上手：杀死比赛！设计师这下子真的可以解放双手了,张洪Heo,https://blog.zhheo.com/p/qysi5xhu.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-21,1776759539.0
龙虾与微信聊天记录结合：群内容总结、整理和提取关键内容实在是太方便,张洪Heo,https://blog.zhheo.com/p/2muck4bk.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-20,1776660442.0
洪绘压图发布！批量转图片格式，批量压缩图片工具（Mac/Windows）,张洪Heo,https://blog.zhheo.com/p/bp85fpdb.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-15,1776228772.0
视频压缩软件 CompressO 3.0 MacOS 免费汉化版下载,张洪Heo,https://blog.zhheo.com/p/9ekjlgs4.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-09,1775727202.0
我将我最初接触 Vibe Coding 的飞机大战重写了，飞机大战2.0登场,张洪Heo,https://blog.zhheo.com/p/ulmdpqpw.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-09,1775702331.0
如何让OpenClaw控制智能家居，OpenClaw连接HomeAssistant教程,张洪Heo,https://blog.zhheo.com/p/v5h8ojrd.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-08,1775641643.0
抖音iframe代码生成器：将抖音链接转为可嵌入网页的iframe代码,张洪Heo,https://blog.zhheo.com/p/53f66bm1.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-07,1775541562.0
Apple Watch + AirPods 真实体验分享：那些意外里的小惊喜与小教训,张洪Heo,https://blog.zhheo.com/p/vcao5jjb.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-07,1775539379.0
使用 Magsafe 磁吸保护壳，但是磁力比较低，怎么办,张洪Heo,https://blog.zhheo.com/p/idp0qt15.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-05,1775349664.0
OpenClaw喧嚣过后，我最终选择了QClaw,张洪Heo,https://blog.zhheo.com/p/bublpdof.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-04-02,1775114038.0
洪绘存图发布：保存浏览器图片为指定格式、提取网页所有图片、屏幕截图插件,张洪Heo,https://blog.zhheo.com/p/drqm39ob.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-03-29,1774766512.0
洪绘星空发布：一个值得逛的博客友链朋友圈,张洪Heo,https://blog.zhheo.com/p/iu5f3hvj.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-03-20,1773972740.0
腾讯QClaw上手：打通微信很方便，但是性能上略有不足,张洪Heo,https://blog.zhheo.com/p/bn8aror2.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-03-17,1773733494.0
阿里 JVS Claw 上手：都这么多天了，养虾的门槛被打下来了吗？,张洪Heo,https://blog.zhheo.com/p/ey4573gn.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-03-16,1773646590.0
洪绘图标助手更新：获取应用图标、将你的图标对mac进行适配,张洪Heo,https://blog.zhheo.com/p/z9rm5p4p.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-03-16,1773627476.0
超级制图上手：图片上的文字如何用AI修改？无痕改字一键出图,张洪Heo,https://blog.zhheo.com/p/yynnxi2c.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-03-11,1773197185.0
用虚拟机养龙虾，在Mac上通过Lume使用虚拟机的隔离环境安装OpenClaw,张洪Heo,https://blog.zhheo.com/p/h6k74j9o.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-03-10,1773113441.0
如何创作AI歌曲？从生成歌词、歌曲创作、专辑封面到音乐发行,张洪Heo,https://blog.zhheo.com/p/cpw1bogx.html,https://blog.zhheo.com/,https://blog.zhheo.com/rss.xml,2026-03-03,1772504532.0
